,url,title,description,cat1,cat2,cat3
157,https://www.tourismevalenciennes.fr/agenda/world-clean-up-day-2023-valenciennes-4378526,World Clean Up Day 2023 Valenciennes - Valenciennes,"Rendez-vous le 16 septembre 2023 de 9h30 à 17h sur la Place d’Armes de Valenciennes pour la ""World Clean Up Day 2023 Valenciennes""

Un évènement de Decathlon Petite-Forêt, Aulnoy-lez-Valenciennes et l'Office de tourisme & des congrès de Valenciennes Métropole.

À l'occasion de la journée mondiale du nettoyage de notre planète la ville de Valenciennes et de nombreux partenaires ont décidé de soutenir le World Clean Up Day et de s'engager pour protéger notre environnement 

La Place d'Armes de Valenciennes va se transformer, durant la journée du 16 septembre 2023, en village éco responsable pour nettoyer notre ville et TOUS nous sensibiliser !

LE 16 SEPTEMBRE 2023 DE 9H30 à 17H 

Rejoignez cette aventure écologique et découvrez les nombreux ambassadeurs sur cette page !

Ensemble protégeons notre planète ! 

Chaque partenaire aura l'occasion de présenter son activité, son stand ainsi que l'impact environnemental.

Inscriptions auprès du Decathlon Petite-Forêt (en flashant le QR Code sur l'affiche)",Atelier,Environnement,
79,https://www.tourismevalenciennes.fr/agenda/journee-du-patrimoine-2023-la-sous-prefecture-4378571,JEP 2023 : La Sous-préfecture - Valenciennes,"JOURNEES DU PATRIMOINE 2023 : La sous-préfecture

Samedi 16 septembre 2023 

La sous-préfecture de Valenciennes ouvre ses portes le samedi 16 septembre 2023 à l'occasion des Journées Européennes du Patrimoine.

Elle accueille le public dès 10h, avec une entrée toutes les 30 minutes d'un groupe de 20 personnes. 
La dernière entrée du matin est à 11h30. 
Les visites reprennent à 13h30 avec une dernière entrée à 17h.

En 1846, le conseil général acquit l'hôtel Pas de Beaulieu à Valenciennes. Ce bel hôtel particulier de style classique du XVIIIe siècle fut attribué à la sous-préfecture au début du Second Empire (plus ou moins 1852)

Sur inscription obligatoire www.tourismevalenciennes.fr

Places limitées.

Visites à réserver sur la billetterie de l'office de tourisme (lien réserver indiqué)",Visite,Culture,
159,https://www.tourismevalenciennes.fr/agenda/degustation-de-miel-a-gambettes-4367748,"JEP 2023: Dégustation de miel ""à gambettes"" - Condé-sur-l'Escaut","JOURNEES DU PATRIMOINE 2023

Dégustation de miel « à gambettes » 

Samedi 16 Septembre 2023 à 9h30 - Condé-sur-l’Escaut

Au départ du hameau de Macou, nous embarquons pour une véritable micro-aventure à pieds en périphérie et à travers le site minier de Chabaud Latour (Boucle pédestre de 6km). Chemin faisant, David, votre guide vous emmène à la rencontre de Grégory Dussenne, jeune apiculteur producteur de Condé-sur-l’Escaut. Il vous parlera de sa passion pour les abeilles, de ses ruchers sédentaires et de sa production « transhumante » pour produire l’illustre miel de tilleul des Hauts de France. L’itinéraire inclue la dégustation de miel « Terroir Hauts de France », la rencontre avec le producteur et la découverte de ses installations Condéennes.

Samedi 16 septembre 2023 à Condé-sur-Escaut
9h30 (Durée : 2h30). Boucle de 6km.
Départ : parvis de l’église Notre-Dame de Lorette à Condé-sur-l’Escaut (Macou)
Gratuit - Jauge limitée sur réservation www.tourismevalenciennes.fr",Visite,Balade,Gastronomie
80,https://www.tourismevalenciennes.fr/agenda/journee-du-patrimoine-2023-la-basilique-notre-dame-du-st-cordon-4367742,JEP 2023 : La basilique Notre-Dame du St-Cordon - Valenciennes,"A l'occasion des Journées Européennes du Patrimoine 2023 : La basilique Notre-Dame du Saint Cordon

Fermée au public pour des travaux de restauration, l’édifice ouvre exceptionnellement ses portes. (Re)découvrez la restauration de cet écrin d’un patrimoine immatériel millénaire.

Samedi 16 septembre 2023 à 10h, 10h30, 14h, 14h30, 15h, 15h30,16h, 16h30 (durée 30min)

Sur inscription obligatoire www.tourismevalenciennes.fr

Places limitées à 10pers/créneau

Visites de la basilique sur www.tourismevalenciennes.fr (lien réserver indiqué)",Visite,Histoire,Culture
161,https://www.tourismevalenciennes.fr/agenda/jep-2023-visite-decouverte-de-la-mediatheque-et-du-circuit-du-document-4383663,JEP 2023 : Visite découverte de la médiathèque et du circuit du document - Aulnoy-lez-Valenciennes,"L'Espace culturel Les Nymphéas d'Aulnoy-lez-Valenciennes organise lors des Journées européennes du patrimoine à la médiathèque François Rabelais (titre, texte, modalités et image) :

Une Visite découverte de la médiathèque et du circuit du document (Journées européennes du patrimoine)

Venez découvrir seul(e) ou à plusieurs la médiathèque François Rabelais. Ce bâtiment de presque 30 ans regroupe l'ensemble des collections de la commune, allant de l'album jeunesse aux jeux de sociétés et passant par le manga ou le roman.

Cette visite vous permettra de découvrir le circuit du document au sein de la médiathèque, et par la même occasion, découvrir nos médiathéquaires et leur travail.

Modalités : 
- Samedi 16 septembre 2023 à 10h et 11h
- Durée de la visite : 45 minutes environ
- Gratuit, inscription à l'accueil ou au 03.27.41.33.92 
- Ouvert à tous",Visite,Culture,
81,https://www.tourismevalenciennes.fr/agenda/jep-2023-visite-a-bord-du-petit-train-touristique-4378573,JEP 2023: Visite à bord du petit train touristique - Valenciennes,"JOURNEES DU PATRIMOINE 2023

Profitez d'un moment de découverte à bord du petit train !

Découvrez Valenciennes et son histoire durant une balade spécialement adaptée pour petits et grands!

PAS DE RESERVATION. Venir directement sur place au départ du train.

Dimanche 17 septembre: 11h, 14h, 15h, 16h et 17h
Durée: 45 minutes
Départ Place d'Armes",Visite,Balade,Culture
163,https://www.tourismevalenciennes.fr/agenda/journees-du-patrimoine-concert-d-orgue-plein-jeu-a-versailles-4377074,"JEP 2023 : Concert d’orgue ""PLEIN JEU À VERSAILLES à Quarouble - Quarouble","Dans le cadre des journées Européennes du Patrimoine, découvrez ou redécouvrez l’orgue Devolder de l'église Saint-Antoine.

La Ville de Quarouble est heureuse de vous convier au concert d’orgue «PLEIN JEU À VERSAILLES ! »
le dimanche 17 septembre 2023 à 16h00.

L'entrée au concert est gratuite.

Programme indicatif
Œuvres vocales sacrées & pièces pour Grand-Orgue avec Jean-Luc HO
Extraits des Messe pour les couvents & Messe pour les paroisses de François COUPERIN (1668-1733).
 
Distribution 
Jean-Luc Ho, Grand-Orgue 
Stéphanie Révillion Soprano
Capucine Meens Soprano
 
Jean-Luc Ho, grand-orgue
Maintes fois récompensé pour ses enregistrements dédiés à la musique de Bach, Couperin, ou encore Sweelinck (choix de France Musique, Diapason découverte, 5 diapasons, Choc Classica…), Jean-Luc Ho mène une brillante carrière d’instrumentiste tout en se consacrant à l’enseignement. Sa passion pour les claviers anciens le conduit à se produire en récital sur de nombreux instruments historiques d’exception. Ses résidences au festival Bach en Combrailles (2017-2019) et à l’abbaye de Royaumont depuis 2018 lui offrent un cadre idéal pour l’approche des Nations et des Messes de Couperin ; l’Art de la Fugue, L’Offrande musicale et les Variations Goldberg de Bach.
 
Stéphanie Révillion
Elle commence sa formation de chant au sein de la Maîtrise Boréale de Lille et connaît ses premières expériences scéniques à l’Opéra de Lille et avec l’Orchestre National de Lille (dir. Jean-Claude Casadesus). En parallèle d’études généralistes, elle entreprend en 2003 des études de chant au Conservatoire de Lille et se perfectionne également auprès de Nobuko Takahashi et de Michael Barrett (Boston).Puis elle poursuit ses études de chant au Koninklijk Conservatorium Brussel (Dina Grossberger) et se perfectionne en musique baroque auprès de Herman Stinders et Jan de Winne. Elle travaille actuellement sous les conseils de Malcolm King.
A L’Atelier Lyrique de Tourcoing, avec La Grande Ecurie et La Chambre du Roy, elle chante régulièrement en chœur sous la direction du regretté Jean-Claude Malgoire (Aben Hamet, Cosi fan tutte, Didon et Enée au Théâtre des Champs-Elysées). Elle interprète Costanza dans l’Isola disabitata de Haydn lors de l’Académie de La Petite Bande avec Sigiswald Kuijken. En mai 2018, elle intègre le chœur du Concert d’Astrée pour une production scénique à l’Opéra de Dijon puis au cours de la saison 2018-2019, se voit confier le rôle du Chaperon Rouge dans La Forêt Bleue d’Aubert à L’Atelier Lyrique de Tourcoing.
Elle chante régulièrement avec l’ensemble Harmonia Sacra à Valenciennes (dir. Yannick Lemaire) et The New Baroque Times à Bruxelles (Festival Vlaanderen, Midi Minimes…). En 2021-2022 notamment, elle est sur scène avec Harmonia Sacra dans le spectacle « Bruegel » de Lisaboa Houbrechts à Anvers, Amsterdam, Montpellier, Leuven, au Phénix, Scène Nationale de Valenciennes et à la Grande Halle de la Villette.
Très attachée au projet Opérabus d’Harmonia Sacra, elle y donne de nombreux concerts, que ce soit dans les petites communes rurales ou les festivals reconnus.
Avec son ensemble Il Buranello, elle est en résidence Jeunes Ensembles en 2019 et en résidence à La Cité de la Voix à Vézelay en 2020. Avec Il Buranello, elle crée en 2022 le spectacle : « Charivari ! » pour La Barcarolle Saint-Omer, le Louvre-Lens et le Festival Embar(o)quement immédiat et l'impromptu musical et théâtral ""Tea Time"" pour une tournée dans le Montreuillois (L'été culturel 2022).
 
Capucine Meens
Après des études de Lettres Classiques, Capucine se tourne vers le chant en 2004. Diplômée du Conservatoire de Lille, elle se perfectionne dans le cadre de formations pour jeunes professionnels avec Agnès Mellon, Benoît Haller, Jean-Claude Malgoire, Jérôme Corréas, Dominique Vellard, Laurent Naouri, Stephan Van Dyck, Aurélia Legay... Elle chante le Pierrot Lunaire de Schönberg (dir.Christophe Simonet), des chansons de Satie dans Satie/Cage project au Bozar de Bruxelles, la Chatte et la Chauve-souris dans L’Enfant et les sortilèges, Flora dans Le Tour d’Ecrou (dir. Nicolas Krüger)...
Elle participe régulièrement à des productions d’opéra avec l’ensemble vocal de La Grande Ecurie (J-C Malgoire) mais c'est à la musique de chambre baroque et Renaissance qu'elle consacre l'essentiel de son temps, avec l’ensemble Tarentule, Harmonia Sacra, l’ensemble Hémiolia, mais également à l’invitation d’autres formations: le Triomphe de Neptune, Opera Polifonica, Capella Sancta Maria , BachPlus, New Baroque Times, avec lesquels elle se produit en France, aux Pays-Bas, en Belgique et en Italie. Elle enregistre les Deutsche Arien de Haendel, avec l’ensemble Hémiolia pour le label Eurydice.
Elle participe à plusieurs séries de concerts dans le cadre du Festival Musical de Namur puis à Vaison-la-Romaine et Ste Croix en Jarez avec l'ensemble Tarentule, ainsi que des résidences de création pour 2 spectacles: Barca di Venezia per Padova (comédie madrigalesque, 5 chanteurs a capella) mise en scène Alexandra Lacroix et Les bas-Parleurs , mise en scène Martine Venturelli, musique de Zad Moultaka; rôle de Guadaluna dans La Grande Duchesse et La Périchole au Grand Théâtre de Calais et Toinette dans Toinon et Toinette de Gossec au Manège-Scène Nationale à Maubeuge; concerts avec Harmonia Sacra et Philidor dans le cadre du festival Embaroquement Immédiat.
 
Le compositeur
Messe pour orgue et motets de François Couperin (1668-1733)
Surnommé ""le Grand"" en raison de sa maîtrise exceptionnelle de l'orgue, François Couperin est le membre le plus illustre d'une grande famille de musiciens et est considéré comme l'un des plus grands compositeurs français de son temps.
En 1693, il reçoit le titre d’organiste du roi Louis XIV et la reconnaissance de son immense talent. Dans ses œuvres, Couperin développe un style d’écriture caractérisé par une fusion des styles français et italien, une harmonie richement structurée et expressive, et des mélodies à l’ornementation inventive et raffinée, dans le style galant de l’époque.
 
Les Partenaires de l'évènement : 
Harmonia Sacra
Département du Nord",Concert,,
82,https://www.tourismevalenciennes.fr/agenda/jep-2023-les-boulevards-a-bicylette-4378572,JEP 2023: Les boulevards à bicyclette - Valenciennes,"JOURNEES DU PATRIMOINE 2023

""Quand on partait sur les boulevards à bicylette...""

Dimanche 17 septembre 2023
Tour guidé à vélo (vélo fournis par Transvilles)

Sur inscription obligatoire car cette inscription donne droit à un prêt de vélo Transvilles.
Départ à 10h00, 14h30 et 16h00

Rdv devant le parvis du Musée des Beaux-Arts de Valenciennes.

Redécouvrez les richesses et détails du patrimoine de Valenciennes à vélo en suivant le guide sur les pistes cyclables des boulevards rénovés de la Ville.

Sur réservation gratuite obligatoire sur la billetterie en ligne de l'office de tourisme.",Visite,Sport,Détente
165,https://www.tourismevalenciennes.fr/agenda/journees-du-patrimoine-sebourg-4359741,Journées du Patrimoine 2023 à Sebourg - Sebourg,"L'association Les Curieux de Nature - Sebourg organise une promenade pour les JEP 2023. 

Dimanche 17 septembre 2023 pour les 40èmes Journées Européennes du Patrimoine

Thème : le patrimoine vivant.

Promenade Patrimoine, Poésie et Nature avec l'association Sebourg, Culture et Traditions, les ponettes de Violaine et les Curieux de Nature.

RDV à 10h00, devant l'épicerie-bar.

Durée : 2h environ, 1h de marche facile et 2 visites de 30mn : église Ste Marie-Madeleine et église St-Martin.",Balade,Culture,
83,https://www.tourismevalenciennes.fr/agenda/carpeaux-c-est-du-gateau-4367756,"JEP 2023 - (COMPLET) Carpeaux, c’est du gâteau ! - Valenciennes","- COMPLET - 

Carpeaux, c’est du gâteau ! – Valenciennes

Dimanche 17 septembre 2023 - Valenciennes

La visite débute dans le quartier d’enfance de Jean-Baptiste Carpeaux, le sculpteur, peintre et dessinateur du XIXème siècle, né à Valenciennes. Le périple se termine avec la dégustation de l’authentique spécialité pâtissière éponyme ; un Carpeaux de Valenciennes ! Ce gâteau est constitué d'une crème au beurre aromatisée à la vanille et enrichie en morceaux de marrons glacés, le tout pris en sandwich entre deux biscuits dacquois à la noisette et aux amandes. Pour toujours plus de gourmandise, ce gâteau est recouvert d'un fondant au café et d'amandes effilées pour apporter un peu de croquant.

Dimanche 17 septembre
Valenciennes
10h00 (Durée : 1h00)
11h15 (Durée : 1h00)
Départ : Maison Espagnole, 1 rue Askièvre à Valenciennes

Gratuit - Jauge limitée. 

Réservation obligatoire sur www.tourismevalenciennes.fr",Visite,Art,Gastronomie
